"","CustomerID","freq","Total_Sales","Total_Quantity","Country","Classification"
"2752",16101,76,1290.7,757,"United Kingdom","Lead"
"2072",15171,5,1289.5,290,"United Kingdom","Lead"
"2047",15136,68,1286.7,776,"United Kingdom","Lead"
"3378",16949,60,1286.27,791,"United Kingdom","Lead"
"3653",17350,71,1286.07,795,"United Kingdom","Lead"
"3990",17802,140,1285.04,752,"United Kingdom","Lead"
"2408",15621,15,1283.55,489,"United Kingdom","Lead"
"3340",16899,125,1281.56,522,"United Kingdom","Lead"
"1134",13878,36,1281.53,475,"United Kingdom","Lead"
"895",13538,25,1280.85,175,"United Kingdom","Lead"
"3380",16951,86,1277.75,1318,"United Kingdom","Lead"
"3184",16692,3,1276,152,"United Kingdom","Lead"
"3426",17019,234,1272.61,827,"United Kingdom","Lead"
"39",12394,27,1272.48,819,"Denmark","Lead"
"232",12630,64,1270.88,548,"Finland","Lead"
"1709",14669,170,1269.99,775,"United Kingdom","Lead"
"856",13492,50,1269.84,408,"Switzerland","Lead"
"814",13431,46,1269.1,672,"United Kingdom","Lead"
"1885",14916,77,1268.98,1136,"United Kingdom","Lead"
"2092",15199,13,1268.7,396,"United Kingdom","Lead"
"3162",16660,16,1267.65,571,"United Kingdom","Lead"
"3523",17158,67,1266.97,778,"United Kingdom","Lead"
"1298",14105,74,1266.23,800,"United Kingdom","Lead"
"1213",13989,41,1266.08,1313,"United Kingdom","Lead"
"3303",16842,63,1264.19,693,"United Kingdom","Lead"
"2313",15497,15,1262.2,624,"United Kingdom","Lead"
"1942",15009,182,1261.78,642,"United Kingdom","Lead"
"3181",16688,62,1260.86,804,"United Kingdom","Lead"
"3684",17388,15,1259.56,1068,"United Kingdom","Lead"
"3702",17412,66,1258.06,738,"United Kingdom","Lead"
"612",13151,74,1257.87,363,"United Kingdom","Lead"
"1893",14931,41,1257.68,417,"Channel Islands","Lead"
"3146",16639,50,1257.51,510,"United Kingdom","Lead"
"1333",14154,51,1255.92,459,"United Kingdom","Lead"
"3751",17481,82,1255.59,1061,"United Kingdom","Lead"
"1110",13848,5,1255,3700,"United Kingdom","Lead"
"3596",17262,12,1253.36,367,"United Kingdom","Lead"
"3438",17037,74,1252.32,644,"United Kingdom","Lead"
"1728",14698,210,1250.76,615,"United Kingdom","Lead"
"1493",14383,59,1247.69,817,"United Kingdom","Lead"
"522",13029,10,1247.5,134,"United Kingdom","Lead"
"1938",15004,158,1246.32,630,"United Kingdom","Lead"
"120",12494,77,1246.1,707,"France","Lead"
"1119",13860,76,1245.9,591,"United Kingdom","Lead"
"1528",14428,144,1244.83,436,"United Kingdom","Lead"
"3072",16531,77,1244.59,915,"United Kingdom","Lead"
"3829",17588,23,1240.2,676,"United Kingdom","Lead"
"3940",17731,67,1240.11,493,"United Kingdom","Lead"
"490",12985,76,1239.38,1533,"United Kingdom","Lead"
"843",13476,58,1238.47,417,"United Kingdom","Lead"
"1867",14893,73,1237.85,799,"United Kingdom","Lead"
"1171",13931,58,1237.53,725,"United Kingdom","Lead"
"1718",14684,421,1236.28,853,"United Kingdom","Lead"
"280",12689,71,1232.61,616,"France","Lead"
"4187",18080,2,1231.5,642,"United Kingdom","Lead"
"4253",18171,54,1231.31,481,"United Kingdom","Lead"
"499",12997,59,1226.89,664,"United Kingdom","Lead"
"53",12412,61,1226.88,829,"Denmark","Lead"
"2622",15910,266,1226.28,1013,"United Kingdom","Lead"
"2226",15376,116,1225.86,613,"United Kingdom","Lead"
"2575",15841,47,1224.06,942,"United Kingdom","Lead"
"650",13208,149,1223.9,804,"United Kingdom","Lead"
"1839",14856,65,1221.68,708,"United Kingdom","Lead"
"1763",14745,69,1220.26,1038,"United Kingdom","Lead"
"3266",16794,284,1217.76,936,"United Kingdom","Lead"
"855",13491,86,1215.82,903,"United Kingdom","Lead"
"3700",17410,64,1214.72,616,"United Kingdom","Lead"
"540",13055,76,1214.41,894,"United Kingdom","Lead"
"114",12488,54,1213.91,524,"France","Lead"
"4324",18263,61,1213.16,1468,"United Kingdom","Lead"
"1160",13918,30,1212.84,1140,"United Kingdom","Lead"
"3155",16653,69,1212.66,733,"United Kingdom","Lead"
"3827",17584,34,1212.6,452,"United Kingdom","Lead"
"1883",14913,86,1212.43,1731,"United Kingdom","Lead"
"98",12464,29,1212.05,112,"Belgium","Lead"
"3971",17774,154,1210.11,506,"United Kingdom","Lead"
"3878",17653,44,1207.56,1409,"United Kingdom","Lead"
"2494",15737,72,1205.12,599,"United Kingdom","Lead"
"2115",15227,57,1204.4,738,"United Kingdom","Lead"
"3269",16800,164,1201.49,540,"United Kingdom","Lead"
"616",13158,79,1201.06,784,"United Kingdom","Lead"
"3989",17800,104,1199.01,736,"United Kingdom","Lead"
"2396",15605,67,1198.23,441,"United Kingdom","Lead"
"586",13118,79,1197.81,410,"United Kingdom","Lead"
"2093",15201,68,1197.54,1198,"United Kingdom","Lead"
"653",13211,56,1197.42,874,"United Kingdom","Lead"
"4033",17867,79,1197.1,542,"United Kingdom","Lead"
"1572",14487,144,1196.33,735,"United Kingdom","Lead"
"3932",17720,50,1195.94,576,"United Kingdom","Lead"
"3787",17526,19,1195.9,310,"United Kingdom","Lead"
"2053",15145,67,1194.73,756,"United Kingdom","Lead"
"214",12611,65,1193.32,846,"Italy","Lead"
"1137",13882,65,1191.13,953,"United Kingdom","Lead"
"96",12462,62,1189.59,536,"Spain","Lead"
"3126",16612,66,1187.66,506,"United Kingdom","Lead"
"2415",15630,60,1186.35,800,"United Kingdom","Lead"
"1043",13752,76,1186.28,876,"United Kingdom","Lead"
"3631",17320,72,1181.12,628,"United Kingdom","Lead"
"2714",16042,70,1180.32,754,"United Kingdom","Lead"
"3455",17058,62,1179.89,592,"United Kingdom","Lead"
"3379",16950,42,1178.56,644,"United Kingdom","Lead"
"424",12885,71,1175.22,655,"United Kingdom","Lead"
"239",12640,53,1174.58,311,"France","Lead"
"2175",15306,58,1174.35,810,"United Kingdom","Lead"
"944",13611,74,1171.8,766,"United Kingdom","Lead"
"4250",18168,131,1169.94,594,"United Kingdom","Lead"
"12",12358,19,1168.06,248,"Austria","Lead"
"863",13500,65,1166.77,609,"United Kingdom","Lead"
"1757",14737,17,1164.55,345,"United Kingdom","Lead"
"1541",14447,70,1163.23,571,"United Kingdom","Lead"
"3199",16714,93,1161.53,610,"United Kingdom","Lead"
"160",12546,69,1161.5,633,"Spain","Lead"
"2004",15088,57,1160.07,460,"United Kingdom","Lead"
"3651",17348,215,1159.52,1401,"United Kingdom","Lead"
"862",13499,42,1159.11,1365,"United Kingdom","Lead"
"2820",16184,45,1158.79,561,"United Kingdom","Lead"
"1748",14723,278,1158.3,695,"United Kingdom","Lead"
"1840",14857,59,1158.12,452,"United Kingdom","Lead"
"1037",13744,72,1156.36,1249,"United Kingdom","Lead"
"3144",16637,69,1154.47,927,"United Kingdom","Lead"
"296",12710,77,1149.02,851,"Germany","Lead"
"3767",17505,52,1145.84,556,"United Kingdom","Lead"
"3243",16766,34,1145.6,536,"United Kingdom","Lead"
"342",12769,32,1143.6,356,"Brazil","Lead"
"3968",17770,38,1143.27,365,"United Kingdom","Lead"
"4221",18125,196,1142.99,804,"United Kingdom","Lead"
"2670",15985,37,1142.42,1086,"United Kingdom","Lead"
"2882",16270,54,1141.24,688,"United Kingdom","Lead"
"744",13330,53,1140.93,751,"United Kingdom","Lead"
"1091",13819,36,1140.35,1109,"United Kingdom","Lead"
"2809",16172,69,1140.21,787,"United Kingdom","Lead"
"3509",17135,52,1139.73,1224,"United Kingdom","Lead"
"3762",17500,5,1138,17,"United Kingdom","Lead"
"3582",17242,40,1135.04,611,"United Kingdom","Lead"
"1411",14261,50,1133.45,382,"United Kingdom","Lead"
"3408",16989,12,1133.25,1233,"United Kingdom","Lead"
"3828",17585,214,1133.07,1671,"United Kingdom","Lead"
"707",13282,37,1132.14,307,"United Kingdom","Lead"
"1058",13772,177,1132.13,546,"United Kingdom","Lead"
"727",13310,72,1132.03,587,"United Kingdom","Lead"
"943",13610,226,1131.88,516,"United Kingdom","Lead"
"821",13447,59,1129.14,584,"United Kingdom","Lead"
"1819",14824,29,1127.71,525,"United Kingdom","Lead"
"212",12609,60,1126.85,648,"Germany","Lead"
"1736",14708,28,1126.37,621,"United Kingdom","Lead"
"3747",17470,78,1125.07,1675,"United Kingdom","Lead"
"1315",14129,52,1123.86,592,"United Kingdom","Lead"
"2270",15436,329,1122.53,613,"United Kingdom","Lead"
"851",13486,69,1122.41,669,"United Kingdom","Lead"
"3275",16807,67,1121.59,778,"United Kingdom","Lead"
"2743",16086,39,1121.39,511,"United Kingdom","Lead"
"1420",14276,64,1119.74,744,"United Kingdom","Lead"
"546",13064,69,1119.49,516,"United Kingdom","Lead"
"393",12842,34,1118.99,547,"United Kingdom","Lead"
"2479",15716,118,1118.81,744,"United Kingdom","Lead"
"3621",17302,78,1117.93,569,"United Kingdom","Lead"
"3980",17788,5,1117.9,211,"United Kingdom","Lead"
"930",13591,58,1117.13,485,"United Kingdom","Lead"
"1921",14971,160,1116.57,644,"United Kingdom","Lead"
"2936",16350,57,1116.47,545,"United Kingdom","Lead"
"2308",15489,49,1114.78,602,"United Kingdom","Lead"
"271",12679,48,1113.02,554,"France","Lead"
"1813",14817,63,1110.34,655,"United Kingdom","Lead"
"1992",15069,70,1109.53,520,"United Kingdom","Lead"
"43",12399,59,1108.65,1178,"Belgium","Lead"
"3844",17609,236,1108.07,722,"United Kingdom","Lead"
"2635",15933,74,1107.46,885,"United Kingdom","Lead"
"2718",16049,311,1106.84,792,"United Kingdom","Lead"
"3295",16833,47,1106.53,440,"United Kingdom","Lead"
"405",12857,46,1106.4,343,"United Kingdom","Lead"
"2490",15730,69,1105.88,677,"United Kingdom","Lead"
"3812",17562,62,1105.78,813,"United Kingdom","Lead"
"1512",14410,194,1105.07,573,"United Kingdom","Lead"
"1902",14948,63,1101.97,673,"United Kingdom","Lead"
"3447",17047,65,1100.9,533,"United Kingdom","Lead"
"1762",14744,26,1099.98,627,"United Kingdom","Lead"
"2665",15978,49,1098.78,888,"United Kingdom","Lead"
"576",13104,20,1098.48,504,"United Kingdom","Lead"
"4108",17966,68,1098.43,2571,"United Kingdom","Lead"
"2852",16225,134,1096.32,493,"United Kingdom","Lead"
"3074",16533,177,1095.56,612,"United Kingdom","Lead"
"971",13652,63,1095.08,578,"United Kingdom","Lead"
"2500",15745,62,1094.59,421,"United Kingdom","Lead"
"883",13521,436,1093.65,736,"United Kingdom","Lead"
"1339",14161,107,1090.62,453,"United Kingdom","Lead"
"4267",18189,68,1090.24,566,"United Kingdom","Lead"
"1114",13853,23,1090.14,312,"United Kingdom","Lead"
"151",12534,63,1089.18,651,"Germany","Lead"
"836",13467,99,1083.71,584,"United Kingdom","Lead"
"3441",17041,70,1081.57,951,"United Kingdom","Lead"
"1633",14561,69,1080.76,1014,"United Kingdom","Lead"
"2315",15500,66,1080.71,569,"United Kingdom","Lead"
"2830",16200,179,1080.62,523,"United Kingdom","Lead"
"1023",13726,42,1079.66,1054,"United Kingdom","Lead"
"8",12354,58,1079.4,530,"Spain","Lead"
"1013",13715,105,1079.34,563,"United Kingdom","Lead"
"3400",16980,87,1078.96,788,"United Kingdom","Lead"
"1474",14352,47,1078.96,538,"United Kingdom","Lead"
"2399",15608,59,1078.73,713,"United Kingdom","Lead"
"2747",16094,63,1078.23,647,"United Kingdom","Lead"
"3093",16563,19,1077.74,486,"United Kingdom","Lead"
"594",13131,44,1073.3,447,"United Kingdom","Lead"
"2476",15712,53,1072.36,486,"United Kingdom","Lead"
"2123",15238,50,1071.99,692,"United Kingdom","Lead"
"2515",15763,60,1071.92,259,"United Kingdom","Lead"
"3783",17522,73,1070.71,1034,"United Kingdom","Lead"
"1373",14212,9,1070.48,1152,"United Kingdom","Lead"
"3560",17214,103,1069.12,276,"United Kingdom","Lead"
"1956",15027,35,1066.15,565,"United Kingdom","Lead"
"1573",14488,46,1064.28,799,"United Kingdom","Lead"
"469",12951,63,1064.07,503,"United Kingdom","Lead"
"2541",15801,64,1063.95,570,"United Kingdom","Lead"
"2727",16062,63,1063.92,794,"United Kingdom","Lead"
"457",12936,62,1063.9,559,"United Kingdom","Lead"
"369",12815,47,1063.46,379,"Poland","Lead"
"1513",14411,14,1063,196,"United Kingdom","Lead"
"2844",16214,44,1062.75,420,"United Kingdom","Lead"
"2678",15996,130,1060.68,384,"United Kingdom","Lead"
"2472",15706,55,1060.56,321,"United Kingdom","Lead"
"3937",17727,66,1060.25,645,"United Kingdom","Lead"
"3356",16918,127,1058.87,720,"United Kingdom","Lead"
"1555",14465,130,1058.62,405,"United Kingdom","Lead"
"828",13455,46,1058.34,354,"United Kingdom","Lead"
"1520",14419,206,1058.06,487,"United Kingdom","Lead"
"2248",15407,153,1056.44,558,"United Kingdom","Lead"
"958",13635,61,1056.03,665,"United Kingdom","Lead"
"1595",14514,73,1055.35,589,"United Kingdom","Lead"
"2664",15977,65,1054.73,1016,"United Kingdom","Lead"
"3212",16728,269,1054.67,677,"United Kingdom","Lead"
"3610",17287,122,1053.91,555,"United Kingdom","Lead"
"301",12716,69,1053.49,708,"France","Lead"
"398",12849,51,1050.89,623,"United Kingdom","Lead"
"1384",14224,118,1050.12,514,"United Kingdom","Lead"
"2192",15329,57,1049.7,486,"United Kingdom","Lead"
"4225",18130,69,1049.44,823,"United Kingdom","Lead"
"1278",14078,65,1049.37,310,"United Kingdom","Lead"
"2573",15839,62,1048.49,675,"United Kingdom","Lead"
"3604",17277,68,1047.65,424,"United Kingdom","Lead"
"1647",14583,329,1047.55,788,"United Kingdom","Lead"
"2524",15777,21,1047.11,378,"United Kingdom","Lead"
"3065",16520,156,1046.57,558,"United Kingdom","Lead"
"1433",14293,61,1046.56,709,"United Kingdom","Lead"
"2291",15464,156,1046.3,349,"United Kingdom","Lead"
"4055",17894,187,1045.26,378,"United Kingdom","Lead"
"3442",17042,98,1044.38,994,"United Kingdom","Lead"
"2086",15192,51,1044.32,918,"United Kingdom","Lead"
"1498",14389,45,1043.46,729,"United Kingdom","Lead"
"1995",15073,54,1043.41,491,"United Kingdom","Lead"
"121",12497,14,1043.1,1236,"Germany","Lead"
"2613",15898,83,1043.08,446,"United Kingdom","Lead"
"1648",14584,100,1042.26,383,"United Kingdom","Lead"
"1017",13719,60,1041.68,609,"United Kingdom","Lead"
"4291",18221,64,1041.61,791,"United Kingdom","Lead"
"2268",15434,55,1041.48,647,"United Kingdom","Lead"
"1051",13761,68,1040.65,618,"United Kingdom","Lead"
"1540",14446,293,1039.58,933,"United Kingdom","Lead"
"2913",16320,56,1038.46,732,"Unspecified","Lead"
"2812",16175,58,1037.59,533,"United Kingdom","Lead"
"2989",16416,70,1036.45,671,"United Kingdom","Lead"
"282",12691,32,1035.8,394,"France","Lead"
"2877",16260,18,1035.45,311,"United Kingdom","Lead"
"962",13639,40,1033.34,800,"United Kingdom","Lead"
"3935",17724,40,1033,300,"United Kingdom","Lead"
"205",12599,62,1032.58,956,"France","Lead"
"3696",17405,82,1031.41,726,"United Kingdom","Lead"
"302",12717,55,1030.98,506,"Greece","Lead"
"684",13253,36,1030.4,1572,"United Kingdom","Lead"
"3435",17033,28,1030.14,750,"United Kingdom","Lead"
"2195",15333,16,1028.56,344,"United Kingdom","Lead"
"3177",16682,30,1028,1040,"United Kingdom","Lead"
"2018",15104,69,1027.44,637,"United Kingdom","Lead"
"1191",13956,152,1026.42,491,"United Kingdom","Lead"
"2090",15197,30,1025.61,445,"United Kingdom","Lead"
"2800",16160,20,1025.44,1162,"United Kingdom","Lead"
"1876",14904,69,1025.44,1985,"United Kingdom","Lead"
"2436",15658,48,1024.1,242,"United Kingdom","Lead"
"1469",14346,60,1021.58,605,"United Kingdom","Lead"
"621",13165,42,1021.48,1376,"United Kingdom","Lead"
"180",12572,60,1020.42,452,"Germany","Lead"
"778",13376,53,1019.76,493,"United Kingdom","Lead"
"4231",18142,15,1019.52,1276,"United Kingdom","Lead"
"380",12828,56,1018.71,494,"United Kingdom","Lead"
"134",12514,51,1017.68,440,"Italy","Lead"
"1025",13728,63,1016.14,458,"United Kingdom","Lead"
"309",12724,52,1014.81,441,"France","Lead"
"241",12642,47,1013.26,552,"Germany","Lead"
"3550",17197,29,1013.01,191,"United Kingdom","Lead"
"1361",14195,7,1012,760,"United Kingdom","Lead"
"1784",14775,60,1011.9,1174,"United Kingdom","Lead"
"671",13235,57,1011.57,435,"United Kingdom","Lead"
"2855",16229,47,1010.6,318,"United Kingdom","Lead"
"524",13032,71,1010.18,375,"United Kingdom","Lead"
"3100",16572,57,1009.6,532,"United Kingdom","Lead"
"2811",16174,23,1009.55,651,"United Kingdom","Lead"
"4097",17951,20,1008.54,616,"United Kingdom","Lead"
"3871",17646,51,1008.39,323,"United Kingdom","Lead"
"1679",14631,41,1006.98,622,"United Kingdom","Lead"
"812",13429,67,1006.8,1390,"United Kingdom","Lead"
"3504",17126,260,1004.75,792,"United Kingdom","Lead"
"1283",14083,178,1004.48,727,"United Kingdom","Lead"
"1374",14214,67,1004.38,751,"United Kingdom","Lead"
"798",13410,28,1003.06,518,"United Kingdom","Lead"
"82",12446,58,1002.31,352,"RSA","Lead"
"159",12545,50,1000.39,523,"Spain","Lead"
"2322",15508,92,1000.27,440,"United Kingdom","Lead"
"4232",18143,61,1000.16,570,"United Kingdom","Lead"
"307",12722,53,997.63,566,"France","Lead"
"1616",14540,76,996.26,421,"United Kingdom","Lead"
"2024",15110,35,996.1,246,"United Kingdom","Lead"
"3834",17594,50,993.179999999999,550,"United Kingdom","Lead"
"2686",16009,90,992.71,378,"United Kingdom","Lead"
"768",13363,60,992.5,710,"United Kingdom","Lead"
"3484",17096,47,992.43,333,"United Kingdom","Lead"
"1383",14223,60,991.13,585,"United Kingdom","Lead"
"2857",16232,37,990.88,550,"United Kingdom","Lead"
"3634",17324,50,990.23,844,"United Kingdom","Lead"
"1986",15062,57,987.86,763,"United Kingdom","Lead"
"4306",18237,61,987.1,622,"United Kingdom","Lead"
"585",13117,76,984.91,945,"United Kingdom","Lead"
"3514",17144,48,984.57,483,"United Kingdom","Lead"
"131",12510,33,982.57,353,"Spain","Lead"
"2044",15133,29,982.42,680,"United Kingdom","Lead"
"1320",14138,47,982.38,610,"United Kingdom","Lead"
"1994",15071,26,982.07,269,"United Kingdom","Lead"
"2824",16188,67,981.86,782,"United Kingdom","Lead"
"3347",16907,151,981.65,298,"United Kingdom","Lead"
"157",12541,52,981.18,680,"Spain","Lead"
"4252",18170,38,980.31,409,"United Kingdom","Lead"
"872",13509,44,979.72,1106,"United Kingdom","Lead"
"2320",15506,164,979.26,848,"United Kingdom","Lead"
"758",13350,40,979.12,287,"United Kingdom","Lead"
"2043",15132,52,977.93,679,"United Kingdom","Lead"
"1887",14920,57,977.77,509,"United Kingdom","Lead"
"2588",15860,142,977.209999999999,440,"United Kingdom","Lead"
"519",13026,40,975.36,1620,"United Kingdom","Lead"
"1600",14522,17,974.54,525,"United Kingdom","Lead"
"2280",15449,60,974.52,812,"United Kingdom","Lead"
"497",12994,61,974.42,459,"United Kingdom","Lead"
"2502",15747,93,974.04,480,"United Kingdom","Lead"
"4272",18194,7,973.84,632,"United Kingdom","Lead"
"2991",16419,51,972.23,436,"United Kingdom","Lead"
"2958",16376,124,972.060000000001,693,"United Kingdom","Lead"
"3486",17100,65,971.74,800,"United Kingdom","Lead"
"2742",16085,166,971.61,634,"United Kingdom","Lead"
"3851",17618,78,971.58,331,"United Kingdom","Lead"
"1124",13867,59,970.29,477,"United Kingdom","Lead"
"1407",14256,53,969.06,414,"United Kingdom","Lead"
"2620",15907,249,967.45,509,"United Kingdom","Lead"
"2535",15793,12,965.61,553,"United Kingdom","Lead"
"163",12550,57,964.829999999999,569,"Spain","Lead"
"601",13138,63,962.39,473,"United Kingdom","Lead"
"1226",14006,30,962.19,641,"United Kingdom","Lead"
"2062",15156,55,961.49,597,"United Kingdom","Lead"
"4270",18192,45,957.97,339,"United Kingdom","Lead"
"1094",13823,40,957.66,439,"United Kingdom","Lead"
"286",12697,41,957.59,508,"Sweden","Lead"
"1678",14629,151,956.51,378,"United Kingdom","Lead"
"3485",17097,211,954.42,459,"Spain","Lead"
"2569",15835,50,954.09,439,"United Kingdom","Lead"
"3369",16934,62,950.93,399,"United Kingdom","Lead"
"2258",15421,53,950.36,500,"United Kingdom","Lead"
"959",13636,63,949.12,592,"United Kingdom","Lead"
"375",12822,46,948.88,550,"United Kingdom","Lead"
"3444",17044,6,948.48,504,"United Kingdom","Lead"
"1040",13748,28,948.25,439,"United Kingdom","Lead"
"2531",15787,206,948.05,540,"United Kingdom","Lead"
"94",12458,38,947.4,506,"Switzerland","Lead"
"3058",16511,168,946.51,414,"United Kingdom","Lead"
"3612",17289,111,944.41,520,"United Kingdom","Lead"
"690",13261,9,944.1,210,"United Kingdom","Lead"
"1275",14075,43,942.26,754,"United Kingdom","Lead"
"614",13155,84,941.86,495,"United Kingdom","Lead"
"2473",15707,213,941.83,602,"United Kingdom","Lead"
"2375",15576,45,940.67,404,"United Kingdom","Lead"
"2645",15948,59,940.24,555,"United Kingdom","Lead"
"2163",15289,58,939.78,1008,"United Kingdom","Lead"
"3788",17527,47,939.37,488,"United Kingdom","Lead"
"3569",17227,47,939.32,741,"United Kingdom","Lead"
"3106",16584,28,936.08,646,"United Kingdom","Lead"
"1322",14140,66,935.05,811,"United Kingdom","Lead"
"2703",16027,16,934.62,1147,"United Kingdom","Lead"
"1281",14081,153,934.52,596,"United Kingdom","Lead"
"449",12924,30,933.7,481,"United Kingdom","Lead"
"973",13655,56,932.97,605,"United Kingdom","Lead"
"1608",14532,64,932.85,284,"United Kingdom","Lead"
"4226",18133,1,931.5,1350,"United Kingdom","Lead"
"3804",17552,49,930.41,719,"United Kingdom","Lead"
"3584",17244,30,929.9,596,"United Kingdom","Lead"
"373",12820,58,927.34,710,"United Kingdom","Lead"
"3159",16657,207,927.12,1227,"United Kingdom","Lead"
"1562",14475,42,925.85,447,"United Kingdom","Lead"
"1388",14231,50,925.71,409,"United Kingdom","Lead"
"3448",17048,43,925.35,485,"United Kingdom","Lead"
"2179",15312,47,924.85,516,"United Kingdom","Lead"
